,Unnamed: 0,4. FACILITY NAME,34. CHEMICAL,51. 5.4 - UNDERGROUND,40. CLASSIFICATION,41. METAL,43. CARCINOGEN,44. PBT,45. PFAS,47. UNIT OF MEASURE,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,Total Underground
55321,55321,BAYER CROPSCIENCE LP,Nickel,0.0,TRI,YES,YES,NO,NO,Pounds,2700.0,0.0,0.0,0.0,0.0,2700.0
55329,55329,TM DEER PARK SERVICES LP,Methyl isobutyl ketone,0.0,TRI,NO,YES,NO,NO,Pounds,13141.0,0.0,0.0,0.0,0.0,13141.0
55390,55390,DIAMOND SHAMROCK REFINING CO LP,Carbon disulfide,0.0,TRI,NO,NO,NO,NO,Pounds,1900.0,0.0,0.0,0.0,0.0,1900.0
55429,55429,MOUNTAIN STATE CARBON LLC,Polycyclic aromatic compounds,0.0,PBT,NO,YES,YES,NO,Pounds,0.0,0.0,0.0,4.0,0.0,4.0
55430,55430,ENVIRONMENTAL ENTERPRISES INC,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,251.0,0.0,251.0
55431,55431,CHEMOURS DELISLE PLANT,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,333010.0,0.0,0.0,0.0,0.0,333010.0
55462,55462,EQUISTAR CHEMICALS LP,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,579.8,0.0,0.0,0.0,0.0,579.8
55474,55474,CHEMOURS DELISLE PLANT,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,1870490.0,0.0,0.0,0.0,0.0,1870490.0
55483,55483,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Dibenzofuran,0.0,TRI,NO,NO,NO,NO,Pounds,2.0,0.0,0.0,0.0,0.0,2.0
55506,55506,LYONDELL CHEMICAL CO,tert-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,74091.0,0.0,0.0,0.0,0.0,74091.0
55530,55530,MISSISSIPPI POWER CO - PLANT DANIEL,Mercury  And Mercury Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,1.4,0.0,0.0,0.0,0.0,1.4
55547,55547,SRG GLOBAL COATINGS LLC,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
55605,55605,LAMBERTI USA CONROE PLANT 8920,Nonylphenol Ethoxylates,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,49.5,0.0,49.5
55725,55725,METALPLATE GALVANIZING L.P.,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,774560.0,0.0,774560.0
55743,55743,CUSTOM ALLOY CORP,Nickel,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,14.0,0.0,14.0
55803,55803,CERTAINTEED GYPSUM,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.57,0.0,0.0,0.0,0.0,0.57
55806,55806,SACHEM INC,Chlorine,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,4177.0,0.0,4177.0
55839,55839,TICONA POLYMERS INC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,23052.0,0.0,0.0,0.0,0.0,23052.0
55856,55856,NUCERA SOLUTIONS LLC,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,2526.0,0.0,0.0,0.0,0.0,2526.0
55865,55865,JERRITT CANYON MINE,Selenium compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,30.0,0.0,0.0,0.0,30.0
55896,55896,ICP INDUSTRIES LLC,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,11317.0,0.0,11317.0
56037,56037,US ECOLOGY TEXAS INC,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,4.19,0.0,0.0,0.0,0.0,4.19
56051,56051,CHEMTRON CORP,Ethyl acrylate,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,2839.89,0.0,2839.89
56251,56251,DUREZ CORP,Formaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,953.0,0.0,953.0
56278,56278,EQUISTAR CHEMICALS LP,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,25.17,0.0,0.0,0.0,0.0,25.17
56455,56455,BUSCHMAN CORP (1318007874),Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,0.04,0.0,0.04
56461,56461,LINWOOD MINING & MINERALS CORP LIME PLANT,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,21220.0,0.0,0.0,0.0,21220.0
56709,56709,CHS MCPHERSON REFINERY - SRU,Cyclohexane,0.0,TRI,NO,NO,NO,NO,Pounds,13.0,0.0,0.0,0.0,0.0,13.0
56776,56776,CHAMPIONX-SCOTT,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,886.6,0.0,886.6
56805,56805,EVONIK CORP,Hydrogen cyanide,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1.4,0.0,1.4
56847,56847,OCCIDENTAL CHEMICAL CORP LULING,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,330000.0,0.0,0.0,0.0,0.0,330000.0
56854,56854,CORNERSTONE CHEMICAL CO,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,3506943.0,0.0,0.0,0.0,0.0,3506943.0
56911,56911,AM STABILIZERS CORP,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,446.0,0.0,446.0
56925,56925,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,12.0,0.0,12.0
56976,56976,AXIALL LLC,Copper  And Copper Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,321.0,321.0
56984,56984,BASF CORP - FREEPORT SITE,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,1125.0,0.0,0.0,0.0,0.0,1125.0
57037,57037,OCCIDENTAL CHEMICAL HOLDING CORP - GEISMAR PLANT,"1,2-Dichloroethane",0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,461.0,0.0,461.0
57091,57091,BASF CORP - BEAUMONT,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,14428.0,0.0,0.0,0.0,0.0,14428.0
57181,57181,CUSTOM ALLOY CORP,Manganese,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
57339,57339,SOUTH ATLANTIC GALVANIZING,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,32188.0,0.0,32188.0
57342,57342,CORNERSTONE CHEMICAL CO,Sodium nitrite,0.0,TRI,NO,NO,NO,NO,Pounds,9700.0,0.0,0.0,0.0,0.0,9700.0
57381,57381,SAN JOAQUIN REFINING CO INC,N-Methyl-2-pyrrolidone,0.0,TRI,NO,NO,NO,NO,Pounds,5603.0,0.0,0.0,0.0,0.0,5603.0
57445,57445,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Formic acid,0.0,TRI,NO,NO,NO,NO,Pounds,82000.0,0.0,0.0,0.0,0.0,82000.0
57490,57490,PAR HAWAII REFINING LLC,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,18.18,0.0,0.0,0.0,18.18
57509,57509,CHS MCPHERSON REFINERY - SRU,n-Hexane,0.0,TRI,NO,NO,NO,NO,Pounds,13.0,0.0,0.0,0.0,0.0,13.0
57613,57613,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,5034.0,0.0,0.0,0.0,0.0,5034.0
57635,57635,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Acrylonitrile,0.0,TRI,NO,YES,NO,NO,Pounds,1566660.0,0.0,0.0,0.0,0.0,1566660.0
57725,57725,WESTERN REFINING TERMINALS LLC - BLOOMFIELD,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,4.0,0.0,0.0,0.0,0.0,4.0
57740,57740,UOP-SHREVEPORT PLANT,"N,N-Dimethylformamide",0.0,TRI,NO,YES,NO,NO,Pounds,94840.0,0.0,0.0,0.0,0.0,94840.0
57799,57799,CHEMOURS DELISLE PLANT,Nickel compounds,0.0,TRI,YES,YES,NO,NO,Pounds,135253.0,0.0,0.0,0.0,0.0,135253.0
57841,57841,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Acetamide,0.0,TRI,NO,YES,NO,NO,Pounds,127267.0,0.0,0.0,0.0,0.0,127267.0
57848,57848,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,3646436.0,0.0,0.0,0.0,0.0,3646436.0
57857,57857,CENTAURI TECHNOLOGIES,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,355924.0,0.0,355924.0
57873,57873,PERGAN MARSHALL LLC,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,6308.3,0.0,0.0,0.0,0.0,6308.3
57874,57874,ROSS INCINERATION SERVICES INC,Toluene diisocyanate (mixed isomers),0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.088,0.0,0.088
57917,57917,HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,1.0,0.0,0.0,0.0,0.0,1.0
57951,57951,DIXIE ELECTRO PLATING CO.,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,3403.0,0.0,3403.0
57956,57956,ROSS INCINERATION SERVICES INC,Cyclohexane,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.108,0.0,0.108
57967,57967,HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,1.4,0.0,0.0,0.0,0.0,1.4
58115,58115,BAYER CROPSCIENCE LP,Nitrilotriacetic acid,0.0,TRI,NO,YES,NO,NO,Pounds,1780.0,0.0,0.0,0.0,0.0,1780.0
58128,58128,ROSS INCINERATION SERVICES INC,Warfarin and salts,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.027,0.0,0.027
58182,58182,DENKA PERFORMANCE ELASTOMER LLC,"1,4-Dichloro-2-butene",0.0,TRI,NO,NO,NO,NO,Pounds,3170.2,0.0,0.0,0.0,0.0,3170.2
58223,58223,METTON AMERICA INC,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,14832.0,0.0,14832.0
58247,58247,KOCH METHANOL ST. JAMES LLC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,13726.0,0.0,13726.0
58261,58261,ISP TECHNOLOGIES INC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,38801.0,0.0,0.0,0.0,0.0,38801.0
58391,58391,K C JONES PLATING CO,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,20074.0,0.0,20074.0
58397,58397,LYONDELL CHEMICAL CO,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.002,0.0,0.002
58404,58404,DIAMOND SHAMROCK REFINING CO LP,tert-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,210000.0,0.0,0.0,0.0,0.0,210000.0
58406,58406,AMERICAN GALVANIZING CO,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,22700.0,0.0,22700.0
58468,58468,V&S AMBOY GALVANIZING LLC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,1.3,0.0,1.3
58484,58484,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,54.0,0.0,0.0,0.0,0.0,54.0
58498,58498,LACC LLC US/LOTTE CHEMICAL LOUISIANA LLC,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,443049.0,0.0,443049.0
58507,58507,CITGO REFINING & CHEMICALS CO LP EAST PLANT,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,4739.59,0.0,4739.59
58556,58556,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,1300.0,0.0,0.0,12000.0,0.0,13300.0
58571,58571,GENERAL DYNAMICS MISSION SYSTEMS,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,14263.0,0.0,14263.0
58619,58619,MONUMENT CHEMICAL HOUSTON LLC,tert-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,3570.0,0.0,3570.0
58626,58626,K-T GALVANIZING CO,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,1797.0,0.0,1797.0
58649,58649,CORNERSTONE CHEMICAL CO,Molybdenum trioxide,0.0,TRI,NO,YES,NO,NO,Pounds,98224.0,0.0,0.0,0.0,0.0,98224.0
58656,58656,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,108.0,0.0,108.0
58663,58663,FELKER BROTHERS,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,246.0,0.0,246.0
58740,58740,ARKEMA INC,n-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,250.0,0.0,250.0
58939,58939,CHAMPIONX LLC,Methyl acrylate,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,159.9988,0.0,159.9988
58950,58950,EMPIRE HARD CHROME INC.,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,949.0,0.0,949.0
58982,58982,ALBEMARLE CORP SOUTH PLANT,Bromine,0.0,TRI,NO,NO,NO,NO,Pounds,10.0,0.0,0.0,0.0,0.0,10.0
59055,59055,AGRIUM US INC,Formaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,1984.0,0.0,0.0,0.0,0.0,1984.0
59065,59065,ROSS INCINERATION SERVICES INC,Allyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.007,0.0,0.007
59066,59066,ROSS INCINERATION SERVICES INC,Atrazine,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.008,0.0,0.008
59074,59074,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Cyclohexanol,0.0,TRI,NO,NO,NO,NO,Pounds,506997.1,0.0,0.0,0.0,0.0,506997.1
59204,59204,TM DEER PARK SERVICES LP,Propylene oxide,0.0,TRI,NO,YES,NO,NO,Pounds,18056.0,0.0,0.0,0.0,0.0,18056.0
59242,59242,TM DEER PARK SERVICES LP,n-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,46378.0,0.0,0.0,0.0,0.0,46378.0
59259,59259,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,71721.0,0.0,0.0,0.0,0.0,71721.0
59297,59297,TM DEER PARK SERVICES LP,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,1079.0,0.0,0.0,0.0,0.0,1079.0
59335,59335,TROPICANA MANUFACTURING CO INC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,7276.0,0.0,0.0,0.0,7276.0
59386,59386,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,Mercury compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,0.02,0.0,0.02
59538,59538,S + S INDUSTRIES,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,17655.0,0.0,17655.0
59595,59595,FELKER BROTHERS,Nickel,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,117.0,0.0,117.0
59733,59733,TICONA POLYMERS INC,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,28528.0,0.0,0.0,0.0,0.0,28528.0
59742,59742,COAL CREEK STATION,Arsenic compounds,0.0,TRI,YES,NO,NO,NO,Pounds,70.0,0.0,0.0,0.0,0.0,70.0
59760,59760,MITSUBISHI CHEMICAL AMERICA INC.,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,232521.6,0.0,232521.6
59874,59874,SOUTHWESTERN WIRE TULSA,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,1.2,0.0,1.2
59931,59931,SRG GLOBAL COATINGS LLC,Copper  And Copper Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,105.0,0.0,105.0
59973,59973,VALERO THREE RIVERS REFINERY,Anthracene,0.0,TRI,NO,NO,NO,NO,Pounds,0.014,0.0,0.0,0.014,0.0,0.028
59997,59997,GKN AEROSPACE NA INC,Hydrogen fluoride,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,7440.0,0.0,7440.0
60023,60023,STERLING SPECIALTY CHEMICALS LLC,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.03,0.0,0.03
60095,60095,ROSS INCINERATION SERVICES INC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.853,0.0,0.853
60114,60114,BAYER CROPSCIENCE LP,Cobalt,0.0,TRI,YES,YES,NO,NO,Pounds,9800.0,0.0,0.0,0.0,0.0,9800.0
60145,60145,ALBEMARLE CORP SOUTH PLANT,"N,N-Dimethylformamide",0.0,TRI,NO,YES,NO,NO,Pounds,5.0,0.0,0.0,0.0,0.0,5.0
60173,60173,NOVA CHEMICALS OLEFINS LLC,Styrene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,159.0,0.0,159.0
60204,60204,TM DEER PARK SERVICES LP,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,133589.0,0.0,0.0,0.0,0.0,133589.0
60287,60287,CLEVELAND-CLIFFS BURNS HARBOR LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,48.0,0.0,0.0,0.0,0.0,48.0
60291,60291,TM DEER PARK SERVICES LP,Propionaldehyde,0.0,TRI,NO,NO,NO,NO,Pounds,48314.0,0.0,0.0,0.0,0.0,48314.0
60337,60337,JAYHAWK FINE CHEMICALS CORP,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,3464.0,0.0,3464.0
60382,60382,BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,Chloroform,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.03,0.0,0.0,0.0,0.03
60407,60407,K C JONES PLATING CO,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,20896.0,0.0,20896.0
60420,60420,ROSS INCINERATION SERVICES INC,Barium  And Barium Compounds,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,6774.11,0.0,6774.11
60609,60609,EVONIK CORP,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,16050.0,0.0,0.0,0.0,0.0,16050.0
60743,60743,CORNERSTONE CHEMICAL CO,Pyridine,0.0,TRI,NO,YES,NO,NO,Pounds,164413.0,0.0,0.0,0.0,0.0,164413.0
60890,60890,CORNERSTONE CHEMICAL CO,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,16339.0,0.0,0.0,0.0,0.0,16339.0
61009,61009,THE DOW CHEMICAL CO - BEAUMONT ANILINE,"2,4-Dinitrophenol",0.0,TRI,NO,NO,NO,NO,Pounds,223286.0,0.0,0.0,0.0,0.0,223286.0
61065,61065,AMVAC CHEMICAL CO,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,4060.0,0.0,4060.0
61094,61094,WHARF RESOURCES,Sodium nitrite,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,2.2,0.0,0.0,0.0,2.2
61153,61153,CITGO REFINING & CHEMICALS CO LP EAST PLANT,Selenium,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,0.73,0.0,0.73
61158,61158,CHS MCPHERSON REFINERY - SRU,Cumene,0.0,TRI,NO,YES,NO,NO,Pounds,67.0,0.0,0.0,0.0,0.0,67.0
61205,61205,METALPLATE GALVANIZING LP,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,330630.0,0.0,330630.0
61337,61337,CARMEUSE LIME & STONE BLACK RIVER FACILITY,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,358.18,0.0,0.0,0.0,358.18
61440,61440,ZEKELMAN INDUSTRIES CO DBA WHEATLAND TUBE CO-COUNCIL,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,250.0,0.0,250.0
61463,61463,INEOS NITRILES USA LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,2443623.0,0.0,0.0,0.0,0.0,2443623.0
61556,61556,NOURYON SURFACE CHEMISTRY LLC,Diethanolamine,0.0,TRI,NO,NO,NO,NO,Pounds,44.0,0.0,0.0,0.0,0.0,44.0
61578,61578,REAL ALLOY RECYCLING LLC,Copper  And Copper Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,1.4,0.0,0.0,0.0,0.0,1.4
61653,61653,CARMEUSE LIME & STONE BLACK RIVER FACILITY,Mercury  And Mercury Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.23,0.0,0.0,0.0,0.23
61654,61654,COMPONENT REPAIR TECHNOLOGIES INC.,Chromium,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,308.0,0.0,308.0
61658,61658,THE SOLBERG CO A DIV OF PERIMETER SOLUTIONS LP,Certain glycol ethers,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1471.0,0.0,1471.0
61771,61771,ROSS INCINERATION SERVICES INC,"1,1,1-Trichloroethane",0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.094,0.0,0.094
62091,62091,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,2.0,0.0,2.0
62165,62165,DIAMOND SHAMROCK REFINING CO LP,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,50000.0,0.0,0.0,0.0,0.0,50000.0
62270,62270,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Nickel compounds,0.0,TRI,YES,YES,NO,NO,Pounds,13577.0,0.0,0.0,0.0,0.0,13577.0
62375,62375,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,429.5,0.0,0.0,0.0,0.0,429.5
62391,62391,VICKERY ENVIRONMENTAL INC.,Toxaphene,0.0,PBT,NO,YES,YES,NO,Pounds,34.0,0.0,0.0,0.0,0.0,34.0
62467,62467,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,Diethanolamine,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,3.15,0.0,3.15
62478,62478,K C JONES PLATING CO,Copper  And Copper Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,3.5,0.0,3.5
62529,62529,SOUTH ATLANTIC GALVANIZING,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,1.4,0.0,1.4
62549,62549,KALAELOA COGENERATION PLANT,Polycyclic aromatic compounds,0.0,PBT,NO,YES,YES,NO,Pounds,0.0,0.02,0.0,0.0,0.0,0.02
62750,62750,HFFC AIRPORT FUEL FARM,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.000559,0.0,0.0,0.0,0.000559
62789,62789,DENKA PERFORMANCE ELASTOMER LLC,Nickel,0.0,TRI,YES,YES,NO,NO,Pounds,431.4,0.0,0.0,0.0,0.0,431.4
62861,62861,RUBICON LLC,Cyclohexanol,0.0,TRI,NO,NO,NO,NO,Pounds,34000.0,0.0,0.0,0.0,0.0,34000.0
62870,62870,POLYNT COMPOSITES USA INC. - HOUSTON,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,37928.0,0.0,37928.0
62996,62996,EQUISTAR CHEMICALS LP,"N,N-Dimethylformamide",0.0,TRI,NO,YES,NO,NO,Pounds,7.5,0.0,0.0,0.0,0.0,7.5
63079,63079,SABRE INDUSTRIES,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,169352.0,0.0,169352.0
63097,63097,SYNGENTA CROP PROTECTION LLC SAINT GABRIEL FACILITY,N-Methyl-2-pyrrolidone,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1001349.0,0.0,1001349.0
63134,63134,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,27000.0,0.0,0.0,1300.0,0.0,28300.0
63226,63226,STEEL DYNAMICS INC-FLAT ROLL DIV,Copper compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,386.0,0.0,386.0
63239,63239,CHEMOURS DELISLE PLANT,Manganese compounds,0.0,TRI,YES,NO,NO,NO,Pounds,8583966.0,0.0,0.0,0.0,0.0,8583966.0
63269,63269,CHEMOURS DELISLE PLANT,Antimony compounds,0.0,TRI,YES,NO,NO,NO,Pounds,9991.0,0.0,0.0,0.0,0.0,9991.0
63292,63292,WEYLCHEM US INC.,Hydrogen sulfide,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,3500.0,0.0,3500.0
63332,63332,WESTERN REFINING TERMINALS LLC - BLOOMFIELD,"1,2,4-Trimethylbenzene",0.0,TRI,NO,NO,NO,NO,Pounds,2.0,0.0,0.0,0.0,0.0,2.0
63334,63334,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,710.0,0.0,0.0,7601.0,0.0,8311.0
63347,63347,AZZ GALVANIZING SERVICES-MOBILE,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,13.76,0.0,13.76
63396,63396,UOP-SHREVEPORT PLANT,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,331500.0,0.0,0.0,0.0,0.0,331500.0
63497,63497,OCCIDENTAL CHEMICAL CORP,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,38980.0,0.0,0.0,0.0,0.0,38980.0
