,Unnamed: 0,4. FACILITY NAME,34. CHEMICAL,51. 5.4 - UNDERGROUND,40. CLASSIFICATION,41. METAL,43. CARCINOGEN,44. PBT,45. PFAS,47. UNIT OF MEASURE,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,Total Underground
46967,46967,RUBICON LLC,Dibutyl phthalate,0.0,TRI,NO,NO,NO,NO,Pounds,2500.0,0.0,0.0,0.0,0.0,2500.0
47178,47178,STEEL DYNAMICS INC-FLAT ROLL DIV,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,54356.0,0.0,54356.0
47189,47189,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Cyclohexane,0.0,TRI,NO,NO,NO,NO,Pounds,440.0,0.0,0.0,0.0,0.0,440.0
47263,47263,MAGNETIC INSPECTION LABORATORY INC,Hydrogen fluoride,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,5316.0,0.0,5316.0
47289,47289,EQUISTAR CHEMICALS LP,Mercury,0.0,PBT,YES,NO,YES,NO,Pounds,0.73,0.0,0.0,0.0,0.0,0.73
47320,47320,CHEMOURS DELISLE PLANT,Arsenic compounds,0.0,TRI,YES,NO,NO,NO,Pounds,149.0,0.0,0.0,0.0,0.0,149.0
47328,47328,VICKERY ENVIRONMENTAL INC.,Manganese  And Manganese Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,40388.0,0.0,0.0,0.0,0.0,40388.0
47366,47366,HAWAII ELECTRIC LIGHT CO INC   KEAHOLE GENERATING STATION,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.5,0.0,0.0,0.0,0.5
47487,47487,ROSS INCINERATION SERVICES INC,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.081,0.0,0.081
47666,47666,HOLLYFRONTIER TULSA REFINING LLC EAST FACILITY,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,2.9,0.0,2.9
47885,47885,ART GALVANIZING WORKS INC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,0.79,0.0,0.79
47968,47968,DIAMOND SHAMROCK REFINING CO LP,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,21000.0,0.0,0.0,0.0,0.0,21000.0
48054,48054,DUPONT PONTCHARTRAIN WORKS,Diphenylamine,0.0,TRI,NO,NO,NO,NO,Pounds,74.0,0.0,0.0,0.0,0.0,74.0
48056,48056,CORNERSTONE CHEMICAL CO,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,1379794.0,0.0,0.0,0.0,0.0,1379794.0
48070,48070,CHAMPIONX LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,26.0716,0.0,26.0716
48077,48077,DUPONT PONTCHARTRAIN WORKS,4-Aminoazobenzene,0.0,TRI,NO,YES,NO,NO,Pounds,1337.32,0.0,0.0,0.0,0.0,1337.32
48088,48088,DUPONT PONTCHARTRAIN WORKS,"1,2-Phenylenediamine",0.0,TRI,NO,YES,NO,NO,Pounds,2.047584,0.0,0.0,0.0,0.0,2.047584
48204,48204,SOUTHWESTERN WIRE TULSA,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,224.0,0.0,224.0
48225,48225,JAYHAWK FINE CHEMICALS CORP,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,12885.0,0.0,12885.0
48249,48249,BAYER CROPSCIENCE LP,Formic acid,0.0,TRI,NO,NO,NO,NO,Pounds,5600000.0,0.0,0.0,0.0,0.0,5600000.0
48276,48276,GKN AEROSPACE NA INC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,3.11,0.0,3.11
48302,48302,ANGUS CHEMICAL CO,Formaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,3431669.0,0.0,0.0,0.0,0.0,3431669.0
48348,48348,OCCIDENTAL CHEMICAL CORP,Hexachloroethane,0.0,TRI,NO,YES,NO,NO,Pounds,202.0,0.0,0.0,0.0,0.0,202.0
48394,48394,CHEMTREAT INC,Sodium nitrite,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1611.0,0.0,1611.0
48397,48397,ENVIRONMENTAL ENTERPRISES INC,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,17543.0,0.0,17543.0
48412,48412,CITGO REFINING & CHEMICALS CO LP EAST PLANT,Hydrogen sulfide,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,171.88,0.0,171.88
48571,48571,INEOS NITRILES USA LLC           GREEN LAKE PLANT,2-Methyllactonitrile,0.0,TRI,NO,NO,NO,NO,Pounds,293279.0,0.0,0.0,0.0,0.0,293279.0
48576,48576,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Formaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,27956.0,0.0,0.0,0.0,0.0,27956.0
48646,48646,JERRITT CANYON MINE,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,150.0,0.0,0.0,0.0,150.0
48661,48661,INEOS NITRILES USA LLC,Acrylic acid,0.0,TRI,NO,NO,NO,NO,Pounds,405769.0,0.0,0.0,0.0,0.0,405769.0
48677,48677,MITSUBISHI CHEMICAL AMERICA INC.,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,186172.26,0.0,0.0,0.0,0.0,186172.26
48770,48770,AGRIUM US INC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,3705.0,0.0,0.0,0.0,0.0,3705.0
48816,48816,DIAMOND CHROME PLATING INC,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,19410.08,0.0,19410.08
48846,48846,NAGALV-OHIO INC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,11774.74,0.0,11774.74
48849,48849,ROSS INCINERATION SERVICES INC,Dimethylamine,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.02,0.0,0.02
48898,48898,ROSS INCINERATION SERVICES INC,Benzoyl peroxide,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.005,0.0,0.005
48919,48919,BLANCHARD REFINING CO LLC,Hydrogen sulfide,0.0,TRI,NO,NO,NO,NO,Pounds,1429000.0,0.0,0.0,0.0,0.0,1429000.0
48926,48926,LYONDELL CHEMICAL CO BAYPORT FACILITY,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,15141.0,0.0,15141.0
48936,48936,THIRD COAST TERMINALS PEARLAND,Formic acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,3518.0,0.0,3518.0
49032,49032,ACME GALVANIZING INC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1962.89,0.0,1962.89
49227,49227,EVONIK CORP,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,2620.6,0.0,2620.6
49319,49319,SOLVAY SPECIALTY POLYMERS USA,"1,4-Dichlorobenzene",0.0,TRI,NO,YES,NO,NO,Pounds,429.77,0.0,0.0,0.0,0.0,429.77
49356,49356,AZZ GALVANIZING SERVICES-HAMILTON,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,25.31,0.0,25.31
49363,49363,AZZ GALVANIZING SERVICES-KANSAS CITY,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,530.45,0.0,530.45
49448,49448,LAMBERTI USA CONROE PLANT 8920,Certain glycol ethers,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,105.2,0.0,105.2
49464,49464,CITGO REFINING & CHEMICALS CO LP EAST PLANT,Chromium,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,0.26,0.0,0.26
49537,49537,DIAMOND SHAMROCK REFINING CO LP,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,45000.0,0.0,0.0,0.0,0.0,45000.0
49629,49629,EQUISTAR CHEMICALS LP,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,471.06,0.0,0.0,0.0,0.0,471.06
49648,49648,SOUTH ATLANTIC GALVANIZING,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,1.6,0.0,1.6
49685,49685,SOUTH COAST TERMINALS LLC STRANG ROAD FACILITY,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,15020.0,0.0,15020.0
49711,49711,CHS MCPHERSON REFINERY - SRU,"Benzo[g,h,i]perylene",0.0,PBT,NO,NO,YES,NO,Pounds,13.0,0.0,0.0,0.0,0.0,13.0
49764,49764,TYCO FIRE PRODUCTS LP,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,551.0,0.0,551.0
50042,50042,ROSS INCINERATION SERVICES INC,Selenium  And Selenium Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,24145.2,0.0,24145.2
50064,50064,ROSS INCINERATION SERVICES INC,Diazinon,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.01,0.0,0.01
50070,50070,STERLING SPECIALTY CHEMICALS LLC,Acetophenone,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
50084,50084,ROSS INCINERATION SERVICES INC,Cumene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.031,0.0,0.031
50105,50105,TM DEER PARK SERVICES LP,"1,2-Dichlorobenzene",0.0,TRI,NO,NO,NO,NO,Pounds,23851.0,0.0,0.0,0.0,0.0,23851.0
50165,50165,TREMCO CPG MANUFACTURING CORP. CORSICANA FACILITY,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,250.0,0.0,0.0,0.0,0.0,250.0
50169,50169,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1.0,0.0,1.0
50171,50171,HFFC AIRPORT FUEL FARM,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.00112,0.0,0.0,0.0,0.00112
50177,50177,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,Mercury compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,0.2,0.0,0.2
50208,50208,LAMBERTI USA CONROE PLANT 8910,Certain glycol ethers,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,91.0,0.0,91.0
50288,50288,INEOS NITRILES USA LLC,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,237.0,0.0,0.0,0.0,0.0,237.0
50347,50347,SASOL CHEMICALS (USA) LLC,m-Cresol,0.0,TRI,NO,NO,NO,NO,Pounds,375640.0,0.0,0.0,0.0,0.0,375640.0
50429,50429,INEOS NITRILES USA LLC,Acetamide,0.0,TRI,NO,YES,NO,NO,Pounds,375168.0,0.0,0.0,0.0,0.0,375168.0
50445,50445,PRECISION SPRAY & COATINGS LLC.,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,542.0,0.0,542.0
50495,50495,MONUMENT CHEMICAL HOUSTON LLC,Isobutyraldehyde,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,110495.0,0.0,110495.0
50530,50530,SOUTH ATLANTIC GALVANIZING,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,77330.0,0.0,77330.0
50577,50577,TM DEER PARK SERVICES LP,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,181925.0,0.0,0.0,0.0,0.0,181925.0
50582,50582,EAST STORAGE / SPLITTER III FACILITY,n-Hexane,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.002,0.0,0.002
50622,50622,EAST STORAGE / SPLITTER III FACILITY,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.002,0.0,0.002
50690,50690,CLEVELAND-CLIFFS BURNS HARBOR LLC,Manganese  And Manganese Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,35226.0,0.0,0.0,60.0,0.0,35286.0
50746,50746,BOWLING GREEN METALFORMING,Manganese,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,4.0,0.0,0.0,0.0,4.0
50793,50793,BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,Mercury,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.04,0.0,0.0,0.0,0.04
50803,50803,PRAIRIE STATE GENERATING CO,Mercury  And Mercury Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.09813,0.0,0.0,0.0,0.0,0.09813
50820,50820,ROSS INCINERATION SERVICES INC,Di(2-ethylhexyl) phthalate,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.026,0.0,0.026
50821,50821,ROSS INCINERATION SERVICES INC,Diphenylamine,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.009,0.0,0.009
50925,50925,HOLLYFRONTIER TULSA REFINING LLC EAST FACILITY,"1,2,4-Trimethylbenzene",0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,4.6,0.0,4.6
50997,50997,CHEMTRON CORP,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,4.51,0.0,4.51
51005,51005,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,o-Xylene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1870.0,0.0,1870.0
51123,51123,BASF CORP - BEAUMONT,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,42865.0,0.0,0.0,0.0,0.0,42865.0
51151,51151,SOUTH ATLANTIC GALVANIZING,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,1.4,0.0,1.4
51155,51155,INEOS NITRILES USA LLC,Acetaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,18587.0,0.0,0.0,0.0,0.0,18587.0
51349,51349,LYONDELL CHEMICAL CO,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,31036.0,0.0,0.0,34.432,0.0,31070.432
51459,51459,WESTSIDE GALVANIZING SERVICES INC,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,7.31,0.0,7.31
51475,51475,CHEMOURS DELISLE PLANT,Polychlorinated biphenyls,0.0,PBT,NO,YES,YES,NO,Pounds,0.19,0.0,0.0,0.0,0.0,0.19
51637,51637,PAR HAWAII REFINING LLC,Dioxin and dioxin-like compounds,0.0,Dioxin,NO,YES,YES,NO,Grams,0.0,1.6456e-06,0.0,0.0,0.0,1.6456e-06
51846,51846,MONUMENT CHEMICAL HOUSTON LLC,Methyl isobutyl ketone,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,5155.0,0.0,5155.0
51907,51907,BASF CORP - BEAUMONT,Chlorophenols,0.0,TRI,NO,YES,NO,NO,Pounds,542568.0,0.0,0.0,0.0,0.0,542568.0
51931,51931,SMS GROUP INC,Copper,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,419.0,0.0,419.0
51942,51942,OCCIDENTAL CHEMICAL HOLDING CORP - GEISMAR PLANT,Chloroform,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,7.0,0.0,7.0
51967,51967,DUPONT PONTCHARTRAIN WORKS,Aniline,0.0,TRI,NO,NO,NO,NO,Pounds,9285.52,0.0,0.0,0.0,0.0,9285.52
52043,52043,NALCO FRESNO FACILITY,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,53898.0,0.0,53898.0
52227,52227,ARKEMA INC,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,250.0,0.0,250.0
52231,52231,HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,Mercury compounds,0.0,PBT,YES,NO,YES,NO,Pounds,1.4,0.0,0.0,0.0,0.0,1.4
52260,52260,JERRITT CANYON MINE,Vanadium compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,300.0,0.0,0.0,0.0,300.0
52328,52328,BLANCHARD REFINING CO LLC,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,13000.0,0.0,0.0,0.0,0.0,13000.0
52369,52369,GLADIEUX METALS RECYCLING LLC,Molybdenum trioxide,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,4610.0,0.0,4610.0
52374,52374,RUBICON LLC,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,240000.0,0.0,0.0,0.0,0.0,240000.0
52418,52418,FREEPORT_OLIN BC,Hexachlorobenzene,0.0,PBT,NO,YES,YES,NO,Pounds,0.0,0.04,0.0,0.0,0.0,0.04
52440,52440,RUBICON LLC,Chlorobenzene,0.0,TRI,NO,NO,NO,NO,Pounds,92000.0,0.0,0.0,0.0,0.0,92000.0
52452,52452,U.S. STEEL GRANITE CITY WORKS,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,4.0,0.0,4.0
52477,52477,PRAIRIE STATE GENERATING CO,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,43.0,0.0,0.0,0.0,0.0,43.0
52594,52594,VICKERY ENVIRONMENTAL INC.,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,374380.0,0.0,0.0,0.0,0.0,374380.0
52618,52618,DIAMOND SHAMROCK REFINING CO LP,Anthracene,0.0,TRI,NO,NO,NO,NO,Pounds,250.0,0.0,0.0,0.0,0.0,250.0
52651,52651,POLYNT COMPOSITES USA INC. - HOUSTON,Maleic anhydride,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,190.0,0.0,190.0
52677,52677,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,776192.0,0.0,0.0,0.0,0.0,776192.0
52747,52747,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Hydrogen cyanide,0.0,TRI,NO,NO,NO,NO,Pounds,4814.0,0.0,0.0,0.0,0.0,4814.0
52750,52750,AZZ GALVANIZING SERVICES-BEAUMONT,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1664.1,0.0,1664.1
52758,52758,WEATHERFORD ARTIFICIAL LIFT SYSTEMS LLC,Chromium,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,884.8,0.0,884.8
52770,52770,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,20.3462,0.0,20.3462
52802,52802,UOP-SHREVEPORT PLANT,Copper  And Copper Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,4.0,0.0,0.0,0.0,0.0,4.0
52822,52822,COVENTYA INC.,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,103.0,0.0,103.0
52942,52942,TM DEER PARK SERVICES LP,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,90100.0,0.0,0.0,0.0,0.0,90100.0
53160,53160,TM DEER PARK SERVICES LP,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,860259.0,0.0,0.0,0.0,0.0,860259.0
53164,53164,JAL 3 GAS PLANT,Hydrogen sulfide,0.0,TRI,NO,NO,NO,NO,Pounds,7842777.0,0.0,0.0,0.0,0.0,7842777.0
53187,53187,MERCHANT METALS LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,16396.0,0.0,16396.0
53224,53224,AZZ GALVANIZING SERVICES-ST. LOUIS,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,6.56,0.0,6.56
53300,53300,AZZ GALVANIZING - SAN ANTONIO,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,10663.57,0.0,10663.57
53362,53362,WESTERN REFINING TERMINALS LLC - BLOOMFIELD,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,3.0,0.0,0.0,0.0,0.0,3.0
53439,53439,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Cyanide compounds,0.0,TRI,NO,NO,NO,NO,Pounds,510000.0,0.0,0.0,0.0,0.0,510000.0
53457,53457,LAMBERTI USA CONROE PLANT 8920,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,24.2,0.0,24.2
53481,53481,CAPITAL RESIN CORP,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,204.0,0.0,204.0
53491,53491,CHS MCPHERSON REFINERY - SRU,Mercury,0.0,PBT,YES,NO,YES,NO,Pounds,1.0,0.0,0.0,0.0,0.0,1.0
53528,53528,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,1388146.0,0.0,0.0,0.0,0.0,1388146.0
53668,53668,CLEVELAND-CLIFFS STEEL CORP - ZANESVI LLE WORKS,Mercury compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,0.01,0.0,0.01
53691,53691,EQUISTAR CHEMICALS LP,Phenanthrene,0.0,TRI,NO,NO,NO,NO,Pounds,21.46,0.0,0.0,0.0,0.0,21.46
53694,53694,LYONDELL CHEMICAL CO,Cumene,0.0,TRI,NO,YES,NO,NO,Pounds,2543.0,0.0,0.0,0.0,0.0,2543.0
53747,53747,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,5100.0,0.0,0.0,0.0,0.0,5100.0
53784,53784,CHS NUTRITION NORFOLK,Manganese compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,5.0,0.0,0.0,0.0,5.0
53787,53787,DIAMOND SHAMROCK REFINING CO LP,Cumene,0.0,TRI,NO,YES,NO,NO,Pounds,1000.0,0.0,0.0,0.0,0.0,1000.0
53796,53796,KOCH FERTILIZER DODGE CITY LLC,Copper compounds,0.0,TRI,YES,NO,NO,NO,Pounds,250.0,0.0,0.0,0.0,0.0,250.0
53816,53816,ENVIRONMENTAL ENTERPRISES INC,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,2751.0,0.0,2751.0
53848,53848,DIAMOND SHAMROCK REFINING CO LP,Styrene,0.0,TRI,NO,YES,NO,NO,Pounds,750.0,0.0,0.0,0.0,0.0,750.0
53860,53860,LIMA REFINING CO,Mercury,0.0,PBT,YES,NO,YES,NO,Pounds,0.08,0.0,0.0,0.0,0.0,0.08
53886,53886,INEOS NITRILES USA LLC           GREEN LAKE PLANT,2-Methylpyridine,0.0,TRI,NO,NO,NO,NO,Pounds,23959.0,0.0,0.0,0.0,0.0,23959.0
53997,53997,CHS MCPHERSON REFINERY - SRU,Nickel compounds,0.0,TRI,YES,YES,NO,NO,Pounds,74.0,0.0,0.0,0.0,0.0,74.0
54066,54066,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,Cresol (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,370000.0,0.0,0.0,0.0,0.0,370000.0
54078,54078,KURARAY AMERICA INC SEPTON BU,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,67726.1,0.0,67726.1
54086,54086,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,42.0,0.0,0.0,0.0,0.0,42.0
54187,54187,SCEPTER NEW YORK INC.,Manganese,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,0.388,0.0,0.388
54298,54298,SOUTHERN GALVANIZING CO,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,19450.0,0.0,19450.0
54367,54367,CLEVELAND-CLIFFS BURNS HARBOR LLC,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,2793.0,0.0,0.0,0.0,0.0,2793.0
54549,54549,INEOS NITRILES USA LLC,Formic acid,0.0,TRI,NO,NO,NO,NO,Pounds,6554.0,0.0,0.0,0.0,0.0,6554.0
54643,54643,CHAMPIONX-SCOTT,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,738.9,0.0,738.9
54654,54654,HOUSTON PLATING & COATINGS LLC,Nickel  And Nickel Compounds,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,0.0,0.0,3378.01,0.0,3378.01
54803,54803,BASF CORP - FREEPORT SITE,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,412.0,0.0,0.0,0.0,0.0,412.0
54851,54851,PREMCOR REFINING GROUP INC PORT ARTHUR,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,2.0,0.0,2.0
54852,54852,LUVATA WATERBURY INC,Copper  And Copper Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,1900.0,0.0,1900.0
54891,54891,BASF CORP - FREEPORT SITE,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,15657.0,0.0,0.0,0.0,0.0,15657.0
54960,54960,ROSS INCINERATION SERVICES INC,Pendimethalin,0.0,PBT,NO,NO,YES,NO,Pounds,0.0,0.0,0.0,0.008,0.0,0.008
54962,54962,ROSS INCINERATION SERVICES INC,Dichloromethane,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.224,0.0,0.224
55035,55035,UOP-SHREVEPORT PLANT,Formaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,3120.0,0.0,0.0,0.0,0.0,3120.0
55113,55113,MOSAIC FERTILIZER LLC UNCLE SAM PLANT,Mercury compounds,0.0,PBT,YES,NO,YES,NO,Pounds,65.0,0.0,0.0,0.0,0.0,65.0
55149,55149,TM DEER PARK SERVICES LP,"1,4-Dioxane",0.0,TRI,NO,YES,NO,NO,Pounds,35255.0,0.0,0.0,0.0,0.0,35255.0
55179,55179,ROSS INCINERATION SERVICES INC,Chloroprene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.024,0.0,0.024
55193,55193,TM DEER PARK SERVICES LP,"1,2-Dichloroethane",0.0,TRI,NO,YES,NO,NO,Pounds,23570.0,0.0,0.0,0.0,0.0,23570.0
55226,55226,VALERO RENEWABLE FUELS CO LLC DBA VALERO ALBION PLANT,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,4.0,0.0,0.0,0.0,4.0
55299,55299,TM DEER PARK SERVICES LP,Dinitrobutyl phenol,0.0,TRI,NO,NO,NO,NO,Pounds,61639.0,0.0,0.0,0.0,0.0,61639.0
